76561198172375970 76561197960298936
76561198172375970 76561197960557550
76561198172375970 76561197961272464
76561198172375970 76561197961524908
76561198172375970 76561197963528338
76561198172375970 76561197963932693
76561198172375970 76561197964731574
76561198172375970 76561197967912187
76561198172375970 76561197970872511
76561198172375970 76561197971204006
76561198172375970 76561197971205947
76561198172375970 76561197971216880
76561198172375970 76561197971250236
76561198172375970 76561197971359487
76561198172375970 76561197971565582
76561198172375970 76561197971724802
76561198172375970 76561197971973901
76561198172375970 76561197972182802
76561198172375970 76561197974742349
76561198172375970 76561197975444628
76561198172375970 76561197977802285
76561198172375970 76561197978067536
76561198172375970 76561197979258991
76561198172375970 76561197981675816
76561198172375970 76561197982309214
76561198172375970 76561197986126402
76561198172375970 76561197986767957
76561198172375970 76561197988498230
76561198172375970 76561197991741160
76561198172375970 76561197991948475
76561198172375970 76561197993838094
76561198172375970 76561197994268468
76561198172375970 76561197996311792
76561198172375970 76561197996842762
76561198172375970 76561197998190254
76561198172375970 76561198000695838
76561198172375970 76561198000774929
76561198172375970 76561198001516776
76561198172375970 76561198001632000
76561198172375970 76561198002350972
76561198172375970 76561198002555892
76561198172375970 76561198003225858
76561198172375970 76561198003367635
76561198172375970 76561198004332929
76561198172375970 76561198005190531
76561198172375970 76561198005449199
76561198172375970 76561198005622299
76561198172375970 76561198005959141
76561198172375970 76561198006459123
76561198172375970 76561198007275956
76561198172375970 76561198007527428
76561198172375970 76561198007592055
76561198172375970 76561198008007768
76561198172375970 76561198009007884
76561198172375970 76561198009583947
76561198172375970 76561198011415058
76561198172375970 76561198011499754
76561198172375970 76561198011642386
76561198172375970 76561198012328753
76561198172375970 76561198012766018
76561198172375970 76561198012794916
76561198172375970 76561198012843200
76561198172375970 76561198013404446
76561198172375970 76561198013483272
76561198172375970 76561198014868694
76561198172375970 76561198014879689
76561198172375970 76561198015496701
76561198172375970 76561198015680889
76561198172375970 76561198016730389
76561198172375970 76561198016820031
76561198172375970 76561198016916385
76561198172375970 76561198017054389
76561198172375970 76561198017564431
76561198172375970 76561198017809249
76561198172375970 76561198018011555
76561198172375970 76561198018136798
76561198172375970 76561198018199329
76561198172375970 76561198018977261
76561198172375970 76561198019471194
76561198172375970 76561198019555404
76561198172375970 76561198019629595
76561198172375970 76561198019718014
76561198172375970 76561198020410357
76561198172375970 76561198020980727
76561198172375970 76561198021336953
76561198172375970 76561198022135927
76561198172375970 76561198022480193
76561198172375970 76561198023413885
76561198172375970 76561198023416824
76561198172375970 76561198023778628
76561198172375970 76561198025471849
76561198172375970 76561198025667798
76561198172375970 76561198026446412
76561198172375970 76561198027103350
76561198172375970 76561198027586298
76561198172375970 76561198028883977
76561198172375970 76561198029298273
76561198172375970 76561198029310048
76561198172375970 76561198029661395
76561198172375970 76561198029830375
76561198172375970 76561198030072357
76561198172375970 76561198030297948
76561198172375970 76561198032839048
76561198172375970 76561198033249507
76561198172375970 76561198033256287
76561198172375970 76561198033629584
76561198172375970 76561198033859633
76561198172375970 76561198033910969
76561198172375970 76561198033918839
76561198172375970 76561198036001386
76561198172375970 76561198038068819
76561198172375970 76561198038541200
76561198172375970 76561198039163068
76561198172375970 76561198039812902
76561198172375970 76561198040356502
76561198172375970 76561198041015584
76561198172375970 76561198042961667
76561198172375970 76561198044426137
76561198172375970 76561198044477861
76561198172375970 76561198044815755
76561198172375970 76561198046836548
76561198172375970 76561198046908908
76561198172375970 76561198047287998
76561198172375970 76561198047552496
76561198172375970 76561198047683412
76561198172375970 76561198048340555
76561198172375970 76561198049442792
